sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,290087,26000,316087,03/20/2023,2022
Communic/Electronics,B,250376,51000,301376,03/20/2023,2022
Construction,C,370306,35000,405306,03/20/2023,2022
Defense,D,19316,1000,20316,03/20/2023,2022
Energy/Nat Resource,E,296054,31000,327054,03/20/2023,2022
Finance/Insur/RealEst,F,1358495,73250,1431745,03/20/2023,2022
Health,H,659016,177400,836416,03/20/2023,2022
Lawyers & Lobbyists,K,279593,12000,291593,03/20/2023,2022
Transportation,M,224519,45000,269519,03/20/2023,2022
Misc Business,N,597512,84800,682312,03/20/2023,2022
Labor,P,2033,0,2033,03/20/2023,2022
Ideology/Single-Issue,Q,2524903,373308,2898211,03/20/2023,2022
Other,W,4184100,3500,4187600,03/20/2023,2022
