sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,14159,27500,41659,03/20/2023,2022
Communic/Electronics,B,21335,58500,79835,03/20/2023,2022
Construction,C,32343,18000,50343,03/20/2023,2022
Defense,D,50567,134000,184567,03/20/2023,2022
Energy/Nat Resource,E,33310,25500,58810,03/20/2023,2022
Finance/Insur/RealEst,F,247457,62000,309457,03/20/2023,2022
Health,H,65185,1000,66185,03/20/2023,2022
Lawyers & Lobbyists,K,80808,12430,93238,03/20/2023,2022
Transportation,M,33698,31000,64698,03/20/2023,2022
Misc Business,N,60654,37000,97654,03/20/2023,2022
Labor,P,0,12500,12500,03/20/2023,2022
Ideology/Single-Issue,Q,361171,120850,482021,03/20/2023,2022
Other,W,324712,0,324712,03/20/2023,2022
