sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,19650,3000,22650,03/20/2023,2022
Communic/Electronics,B,14550,12500,27050,03/20/2023,2022
Construction,C,57000,43000,100000,03/20/2023,2022
Defense,D,2000,0,2000,03/20/2023,2022
Energy/Nat Resource,E,10033,22000,32033,03/20/2023,2022
Finance/Insur/RealEst,F,315073,87400,402473,03/20/2023,2022
Health,H,52600,66500,119100,03/20/2023,2022
Lawyers & Lobbyists,K,39020,10000,49020,03/20/2023,2022
Transportation,M,19700,23500,43200,03/20/2023,2022
Misc Business,N,75599,20000,95599,03/20/2023,2022
Ideology/Single-Issue,Q,138222,159348,297570,03/20/2023,2022
Other,W,201128,1000,202128,03/20/2023,2022
