sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5750,43100,48850,03/20/2023,2022
Communic/Electronics,B,3000,8500,11500,03/20/2023,2022
Construction,C,44455,30000,74455,03/20/2023,2022
Defense,D,500,19000,19500,03/20/2023,2022
Energy/Nat Resource,E,33625,61500,95125,03/20/2023,2022
Finance/Insur/RealEst,F,56304,29500,85804,03/20/2023,2022
Health,H,99124,61500,160624,03/20/2023,2022
Lawyers & Lobbyists,K,21150,4000,25150,03/20/2023,2022
Transportation,M,21900,100395,122295,03/20/2023,2022
Misc Business,N,49225,22000,71225,03/20/2023,2022
Labor,P,0,15500,15500,03/20/2023,2022
Ideology/Single-Issue,Q,18700,35771,54471,03/20/2023,2022
Other,W,83171,0,83171,03/20/2023,2022
