sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6850,10000,16850,03/20/2023,2022
Communic/Electronics,B,117753,2500,120253,03/20/2023,2022
Construction,C,57805,8500,66305,03/20/2023,2022
Defense,D,7050,12000,19050,03/20/2023,2022
Energy/Nat Resource,E,21360,2000,23360,03/20/2023,2022
Finance/Insur/RealEst,F,420015,20300,440315,03/20/2023,2022
Health,H,167008,43000,210008,03/20/2023,2022
Lawyers & Lobbyists,K,349581,12000,361581,03/20/2023,2022
Transportation,M,17450,5000,22450,03/20/2023,2022
Misc Business,N,172840,10600,183440,03/20/2023,2022
Labor,P,1110,242000,243110,03/20/2023,2022
Ideology/Single-Issue,Q,245875,269118,514993,03/20/2023,2022
Other,W,664352,0,664352,03/20/2023,2022
