sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,39568,3000,42568,03/20/2023,2022
Communic/Electronics,B,16499,2500,18999,03/20/2023,2022
Construction,C,27696,23000,50696,03/20/2023,2022
Defense,D,256,2000,2256,03/20/2023,2022
Energy/Nat Resource,E,24733,6500,31233,03/20/2023,2022
Finance/Insur/RealEst,F,176229,12000,188229,03/20/2023,2022
Health,H,23691,0,23691,03/20/2023,2022
Lawyers & Lobbyists,K,17040,2000,19040,03/20/2023,2022
Transportation,M,10303,24873,35176,03/20/2023,2022
Misc Business,N,80952,5000,85952,03/20/2023,2022
Labor,P,0,2000,2000,03/20/2023,2022
Ideology/Single-Issue,Q,942363,131159,1073522,03/20/2023,2022
Other,W,279382,0,279382,03/20/2023,2022
