sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,55818,168500,224318,03/20/2023,2022
Communic/Electronics,B,15965,76000,91965,03/20/2023,2022
Construction,C,80006,105000,185006,03/20/2023,2022
Defense,D,24555,93500,118055,03/20/2023,2022
Energy/Nat Resource,E,47648,44000,91648,03/20/2023,2022
Finance/Insur/RealEst,F,311294,207500,518794,03/20/2023,2022
Health,H,55285,85500,140785,03/20/2023,2022
Lawyers & Lobbyists,K,65297,12500,77797,03/20/2023,2022
Transportation,M,35129,41500,76629,03/20/2023,2022
Misc Business,N,107564,60500,168064,03/20/2023,2022
Labor,P,0,247000,247000,03/20/2023,2022
Ideology/Single-Issue,Q,590036,510250,1100286,03/20/2023,2022
Other,W,313386,0,313386,03/20/2023,2022
