sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,96709,40093,136802,03/20/2023,2022
Communic/Electronics,B,76873,34000,110873,03/20/2023,2022
Construction,C,93099,26500,119599,03/20/2023,2022
Defense,D,48961,58900,107861,03/20/2023,2022
Energy/Nat Resource,E,64339,27000,91339,03/20/2023,2022
Finance/Insur/RealEst,F,690464,53000,743464,03/20/2023,2022
Health,H,99958,9500,109458,03/20/2023,2022
Lawyers & Lobbyists,K,116427,5500,121927,03/20/2023,2022
Transportation,M,90857,56500,147357,03/20/2023,2022
Misc Business,N,187550,50000,237550,03/20/2023,2022
Labor,P,0,12500,12500,03/20/2023,2022
Ideology/Single-Issue,Q,1180784,630460,1811244,03/20/2023,2022
Other,W,1038460,0,1038460,03/20/2023,2022
