sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,34941,700,35641,03/20/2023,2022
Communic/Electronics,B,375376,102100,477476,03/20/2023,2022
Construction,C,49703,10000,59703,03/20/2023,2022
Defense,D,14287,14000,28287,03/20/2023,2022
Energy/Nat Resource,E,48480,44271,92751,03/20/2023,2022
Finance/Insur/RealEst,F,907257,77400,984657,03/20/2023,2022
Health,H,250336,94106,344442,03/20/2023,2022
Lawyers & Lobbyists,K,1019742,82165,1101907,03/20/2023,2022
Transportation,M,29076,25000,54076,03/20/2023,2022
Misc Business,N,313796,54500,368296,03/20/2023,2022
Labor,P,11955,250350,262305,03/20/2023,2022
Ideology/Single-Issue,Q,539272,473822,1013094,03/20/2023,2022
Other,W,1160282,2500,1162782,03/20/2023,2022
