sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,26900,72500,99400,03/20/2023,2022
Communic/Electronics,B,32300,136000,168300,03/20/2023,2022
Construction,C,15150,84500,99650,03/20/2023,2022
Defense,D,8300,101000,109300,03/20/2023,2022
Energy/Nat Resource,E,14650,213000,227650,03/20/2023,2022
Finance/Insur/RealEst,F,203752,574000,777752,03/20/2023,2022
Health,H,130425,309500,439925,03/20/2023,2022
Lawyers & Lobbyists,K,161520,75250,236770,03/20/2023,2022
Transportation,M,25540,144300,169840,03/20/2023,2022
Misc Business,N,34650,186000,220650,03/20/2023,2022
Labor,P,250,286750,287000,03/20/2023,2022
Ideology/Single-Issue,Q,300607,57700,358307,03/20/2023,2022
Other,W,137348,7500,144848,03/20/2023,2022
