sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20320,21000,41320,03/20/2023,2022
Communic/Electronics,B,33973,95500,129473,03/20/2023,2022
Construction,C,27172,8000,35172,03/20/2023,2022
Defense,D,275,10500,10775,03/20/2023,2022
Energy/Nat Resource,E,22666,19500,42166,03/20/2023,2022
Finance/Insur/RealEst,F,48725,26000,74725,03/20/2023,2022
Health,H,15640,22000,37640,03/20/2023,2022
Lawyers & Lobbyists,K,48360,15500,63860,03/20/2023,2022
Transportation,M,4391,3000,7391,03/20/2023,2022
Misc Business,N,51585,32500,84085,03/20/2023,2022
Ideology/Single-Issue,Q,106617,76250,182867,03/20/2023,2022
Other,W,235214,0,235214,03/20/2023,2022
