sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,37300,202500,239800,03/20/2023,2022
Communic/Electronics,B,0,37500,37500,03/20/2023,2022
Construction,C,3500,5500,9000,03/20/2023,2022
Defense,D,14400,44500,58900,03/20/2023,2022
Energy/Nat Resource,E,2900,26750,29650,03/20/2023,2022
Finance/Insur/RealEst,F,31650,84500,116150,03/20/2023,2022
Health,H,10750,18000,28750,03/20/2023,2022
Lawyers & Lobbyists,K,14300,5000,19300,03/20/2023,2022
Transportation,M,10050,28000,38050,03/20/2023,2022
Misc Business,N,27050,38500,65550,03/20/2023,2022
Labor,P,0,6000,6000,03/20/2023,2022
Ideology/Single-Issue,Q,6000,51100,57100,03/20/2023,2022
Other,W,21550,0,21550,03/20/2023,2022
