sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,142461,1500,143961,03/20/2023,2022
Communic/Electronics,B,71725,3000,74725,03/20/2023,2022
Construction,C,140817,20000,160817,03/20/2023,2022
Defense,D,19917,1000,20917,03/20/2023,2022
Energy/Nat Resource,E,72027,12000,84027,03/20/2023,2022
Finance/Insur/RealEst,F,740514,23000,763514,03/20/2023,2022
Health,H,133129,15000,148129,03/20/2023,2022
Lawyers & Lobbyists,K,41045,0,41045,03/20/2023,2022
Transportation,M,87553,7500,95053,03/20/2023,2022
Misc Business,N,271235,17500,288735,03/20/2023,2022
Labor,P,710,4000,4710,03/20/2023,2022
Ideology/Single-Issue,Q,107261,311200,418461,03/20/2023,2022
Other,W,1534945,0,1534945,03/20/2023,2022
