sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20300,14000,34300,03/20/2023,2022
Communic/Electronics,B,14345,5000,19345,03/20/2023,2022
Construction,C,85150,11500,96650,03/20/2023,2022
Defense,D,750,7000,7750,03/20/2023,2022
Energy/Nat Resource,E,30122,0,30122,03/20/2023,2022
Finance/Insur/RealEst,F,291120,13000,304120,03/20/2023,2022
Health,H,94322,37000,131322,03/20/2023,2022
Lawyers & Lobbyists,K,21400,2500,23900,03/20/2023,2022
Transportation,M,35675,20000,55675,03/20/2023,2022
Misc Business,N,105401,21000,126401,03/20/2023,2022
Ideology/Single-Issue,Q,146889,79800,226689,03/20/2023,2022
Other,W,236418,0,236418,03/20/2023,2022
