sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10372,38500,48872,03/20/2023,2022
Communic/Electronics,B,57313,18400,75713,03/20/2023,2022
Construction,C,5281,0,5281,03/20/2023,2022
Defense,D,5500,2500,8000,03/20/2023,2022
Energy/Nat Resource,E,15900,13000,28900,03/20/2023,2022
Finance/Insur/RealEst,F,219474,44000,263474,03/20/2023,2022
Health,H,84718,74000,158718,03/20/2023,2022
Lawyers & Lobbyists,K,119550,29000,148550,03/20/2023,2022
Transportation,M,1250,8500,9750,03/20/2023,2022
Misc Business,N,77367,30900,108267,03/20/2023,2022
Labor,P,1610,186500,188110,03/20/2023,2022
Ideology/Single-Issue,Q,76237,36012,112249,03/20/2023,2022
Other,W,323252,7000,330252,03/20/2023,2022
