sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,24821,0,24821,03/20/2023,2022
Communic/Electronics,B,160289,0,160289,03/20/2023,2022
Construction,C,22504,0,22504,03/20/2023,2022
Defense,D,5669,0,5669,03/20/2023,2022
Energy/Nat Resource,E,13176,0,13176,03/20/2023,2022
Finance/Insur/RealEst,F,196620,5000,201620,03/20/2023,2022
Health,H,121581,60500,182081,03/20/2023,2022
Lawyers & Lobbyists,K,111188,0,111188,03/20/2023,2022
Transportation,M,5333,0,5333,03/20/2023,2022
Misc Business,N,73345,0,73345,03/20/2023,2022
Labor,P,603,115500,116103,03/20/2023,2022
Ideology/Single-Issue,Q,315181,395579,710760,03/20/2023,2022
Other,W,651698,0,651698,03/20/2023,2022
