sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,28710,30500,59210,03/20/2023,2022
Communic/Electronics,B,11400,74000,85400,03/20/2023,2022
Construction,C,50300,85500,135800,03/20/2023,2022
Defense,D,0,48000,48000,03/20/2023,2022
Energy/Nat Resource,E,10250,121800,132050,03/20/2023,2022
Finance/Insur/RealEst,F,147625,245000,392625,03/20/2023,2022
Health,H,24525,136400,160925,03/20/2023,2022
Lawyers & Lobbyists,K,91075,34000,125075,03/20/2023,2022
Transportation,M,22050,103500,125550,03/20/2023,2022
Misc Business,N,193140,141315,334455,03/20/2023,2022
Labor,P,0,158500,158500,03/20/2023,2022
Ideology/Single-Issue,Q,176160,159885,336045,03/20/2023,2022
Other,W,110705,0,110705,03/20/2023,2022
