sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,131874,0,131874,03/20/2023,2022
Communic/Electronics,B,1686362,0,1686362,03/20/2023,2022
Construction,C,211124,0,211124,03/20/2023,2022
Defense,D,55847,0,55847,03/20/2023,2022
Energy/Nat Resource,E,126179,0,126179,03/20/2023,2022
Finance/Insur/RealEst,F,1359020,0,1359020,03/20/2023,2022
Health,H,1149468,1000,1150468,03/20/2023,2022
Lawyers & Lobbyists,K,1341088,9000,1350088,03/20/2023,2022
Transportation,M,112541,0,112541,03/20/2023,2022
Misc Business,N,933556,0,933556,03/20/2023,2022
Labor,P,31334,151775,183109,03/20/2023,2022
Ideology/Single-Issue,Q,3123526,190772,3314298,03/20/2023,2022
Other,W,7548434,0,7548434,03/20/2023,2022
