sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1250,14000,15250,03/20/2023,2022
Communic/Electronics,B,6750,18500,25250,03/20/2023,2022
Construction,C,7500,2000,9500,03/20/2023,2022
Defense,D,1000,10500,11500,03/20/2023,2022
Energy/Nat Resource,E,500,11000,11500,03/20/2023,2022
Finance/Insur/RealEst,F,34600,30000,64600,03/20/2023,2022
Health,H,50295,105700,155995,03/20/2023,2022
Lawyers & Lobbyists,K,52779,14350,67129,03/20/2023,2022
Transportation,M,3150,14000,17150,03/20/2023,2022
Misc Business,N,10650,22000,32650,03/20/2023,2022
Labor,P,255,172300,172555,03/20/2023,2022
Ideology/Single-Issue,Q,19986,54762,74748,03/20/2023,2022
Other,W,100187,0,100187,03/20/2023,2022
