sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5375,38500,43875,03/20/2023,2022
Communic/Electronics,B,11516,2000,13516,03/20/2023,2022
Construction,C,13530,7500,21030,03/20/2023,2022
Defense,D,500,0,500,03/20/2023,2022
Energy/Nat Resource,E,5250,0,5250,03/20/2023,2022
Finance/Insur/RealEst,F,63345,35500,98845,03/20/2023,2022
Health,H,49910,21500,71410,03/20/2023,2022
Lawyers & Lobbyists,K,115919,24750,140669,03/20/2023,2022
Transportation,M,8875,3250,12125,03/20/2023,2022
Misc Business,N,41312,28000,69312,03/20/2023,2022
Labor,P,500,167000,167500,03/20/2023,2022
Ideology/Single-Issue,Q,10800,22012,32812,03/20/2023,2022
Other,W,135553,0,135553,03/20/2023,2022
