sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6050,12000,18050,03/20/2023,2022
Communic/Electronics,B,90562,0,90562,03/20/2023,2022
Construction,C,19825,11500,31325,03/20/2023,2022
Defense,D,10,0,10,03/20/2023,2022
Energy/Nat Resource,E,7696,0,7696,03/20/2023,2022
Finance/Insur/RealEst,F,970826,124500,1095326,03/20/2023,2022
Health,H,247432,23500,270932,03/20/2023,2022
Lawyers & Lobbyists,K,128175,8750,136925,03/20/2023,2022
Transportation,M,6750,9500,16250,03/20/2023,2022
Misc Business,N,102940,10000,112940,03/20/2023,2022
Labor,P,10,140500,140510,03/20/2023,2022
Ideology/Single-Issue,Q,133148,61062,194210,03/20/2023,2022
Other,W,383026,0,383026,03/20/2023,2022
