sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9150,3500,12650,03/20/2023,2022
Communic/Electronics,B,3400,3000,6400,03/20/2023,2022
Construction,C,62200,5000,67200,03/20/2023,2022
Defense,D,0,2500,2500,03/20/2023,2022
Energy/Nat Resource,E,40600,6500,47100,03/20/2023,2022
Finance/Insur/RealEst,F,74750,21000,95750,03/20/2023,2022
Health,H,2750,0,2750,03/20/2023,2022
Lawyers & Lobbyists,K,4900,0,4900,03/20/2023,2022
Transportation,M,58660,7000,65660,03/20/2023,2022
Misc Business,N,23050,11000,34050,03/20/2023,2022
Labor,P,0,3000,3000,03/20/2023,2022
Ideology/Single-Issue,Q,18104,56000,74104,03/20/2023,2022
Other,W,74671,0,74671,03/20/2023,2022
