sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5800,31750,37550,03/20/2023,2022
Communic/Electronics,B,13400,53000,66400,03/20/2023,2022
Construction,C,1910,86750,88660,03/20/2023,2022
Defense,D,1000,69000,70000,03/20/2023,2022
Energy/Nat Resource,E,39225,82000,121225,03/20/2023,2022
Finance/Insur/RealEst,F,22875,52000,74875,03/20/2023,2022
Health,H,3115,29000,32115,03/20/2023,2022
Lawyers & Lobbyists,K,84730,27250,111980,03/20/2023,2022
Transportation,M,37099,301500,338599,03/20/2023,2022
Misc Business,N,54680,56000,110680,03/20/2023,2022
Labor,P,250,265000,265250,03/20/2023,2022
Ideology/Single-Issue,Q,26950,31512,58462,03/20/2023,2022
Other,W,107961,0,107961,03/20/2023,2022
