org_name,total,pacs,indivs,cycle,source,cid
Delta Air Lines,81504,5000,76504,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
University of Minnesota,58700,0,58700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Dorsey & Whitney,55468,3000,52468,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
General Mills,47103,5500,41603,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Morgan Stanley,45710,8000,37710,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Womencount PAC,44156,6,44150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Cargill Inc,42280,9500,32780,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Walt Disney Co,41206,0,41206,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Microsoft Corp,39467,7500,31967,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
Land O'Lakes,39258,7500,31758,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027500&cycle=2022,N00027500
