org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,34000,10000,24000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
House Freedom Fund,28550,10000,18550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
DISH Network,21700,10000,11700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
University of Colorado,11950,0,11950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
Anheuser-Busch,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
Charter Communications,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
Huck PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
Koch Industries,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
Project West PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
Yelp Inc,9500,8000,1500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030829&cycle=2022,N00030829
