org_name,total,pacs,indivs,cycle,source,cid
Rogers Group,22525,0,22525,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
Ariel Corp,18600,0,18600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
House Freedom Fund,15175,10000,5175,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
Hand Family Companies,14600,0,14600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
State of Tennessee,12658,0,12658,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
Advance Financial,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
AXA Advisors,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
Clark Construction Group,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
"Cohen, Klingenstein & Marks",11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
Copart Inc,10800,0,10800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041873&cycle=2020,N00041873
