org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,31650,0,31650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
Capital Group,25000,0,25000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
Capital Group Companies,17500,10000,7500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
Royal Business Bank,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
"Hansen, Jacobson et al",11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
Future Forum PAC,10500,10500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
National Assn of Realtors,10250,10000,250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
Service Employees International Union,10150,10000,150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
American Federation of Teachers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040597&cycle=2022,N00040597
