org_name,total,pacs,indivs,cycle,source,cid
GCM Grosvenor,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
Anheuser-Busch,10500,10000,500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
Allstate Insurance,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
American Federation of Teachers,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
American Hotel & Lodging Assn,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
AT&T Inc,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
Boeing Co,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
Ernst & Young,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
General Dynamics,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
Home Depot,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030581&cycle=2020,N00030581
