org_name,total,pacs,indivs,cycle,source,cid
Western National Group,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
Scientific Research Corp,15400,0,15400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
Trideum Corp,14400,0,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
General Dynamics,13750,10000,3750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
Dimensional Fund Advisors,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
Marcus Foundation,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
Boeing Co,10745,9500,1245,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
Raytheon Technologies,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
American Society of Anesthesiologists,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025095&cycle=2022,N00025095
