org_name,total,pacs,indivs,cycle,source,cid
JStreetPAC,40808,1500,39308,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
"Fragomen, Del Rey et al",30050,0,30050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Proskauer Rose,28700,0,28700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Kreindler & Kreindler,20800,0,20800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Comcast Corp,14750,10000,4750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Covington & Burling,14550,7000,7550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Estee Lauder Companies,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Universal Music Group,13500,12500,1000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Standard Motor Products,13350,0,13350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
Allen & Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000939&cycle=2022,N00000939
