org_name,total,pacs,indivs,cycle,source,cid
NorPAC,264389,15500,248889,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Lowenstein Sandler LLP,66415,0,66415,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
"Paul, Weiss et al",50750,0,50750,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Goldman Sachs,48485,10000,38485,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Daybreak Express,48365,0,48365,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Greenberg Traurig LLP,48305,7000,41305,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Panepinto Properties,47900,0,47900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Gibbons PC,47350,7400,39950,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Federated Investors Inc,46000,5000,41000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
Motley Rice LLC,40000,0,40000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000699&cycle=2020,N00000699
