org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,224520,0,224520,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
Votesane PAC,104125,0,104125,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
American Israel Public Affairs Cmte,93650,2100,91550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
Elevance Health,71895,10000,61895,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
Barnes & Thornburg,67984,3500,64484,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
DaVita Inc,54200,10000,44200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
Masimo Corp,52000,10000,42000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
"Welsh, Carson et al",43060,0,43060,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
National Assn of Broadcasters,42700,10000,32700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
Ice Miller LLP,42649,6000,36649,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030670&cycle=2022,N00030670
