org_name,total,pacs,indivs,cycle,source,cid
Onyx Collection,78400,0,78400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Crossland Construction,56400,0,56400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Watco Companies,44800,0,44800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Mid America Pipe Fabricating & Supply,36400,0,36400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Murfin Drilling,33600,0,33600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Mull Drilling,22900,0,22900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Foley Equipment,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Jake's Fireworks,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Mechanical Systems Inc,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
Poet Ethanol Products,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044232&cycle=2020,N00044232
