org_name,total,pacs,indivs,cycle,source,cid
Protective Life Corp,24400,10000,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
GRAIL Inc,23400,10000,13400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
Axxess Technology Solutions,18700,10000,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
New York Cancer & Blood Specialists,18500,0,18500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
DaVita Inc,17200,3000,14200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
Comcast Corp,15000,12500,2500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
Grail,14000,0,14000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
"Maynard, Cooper & Gale",13000,10000,3000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
American Israel Public Affairs Cmte,12750,7900,4850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
Nucor Corp,12500,12500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030622&cycle=2022,N00030622
