org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,43714,0,43714,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
AmeriPAC: The Fund for a Greater America,33300,10000,23300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
New Democrat Coalition,19950,10000,9950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
Barnes & Thornburg,13850,2500,11350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
Royal Brush Manufacturing,13500,0,13500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
Democratic Congressional Campaign Cmte,12662,3862,8800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
Cleveland-Cliffs,11300,10000,1300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
Swing Left,10892,0,10892,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
AM General Corp,10750,10000,750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
Eli Lilly & Co,10750,8500,2250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045905&cycle=2022,N00045905
