org_name,total,pacs,indivs,cycle,source,cid
Hometown Lenders,76300,0,76300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Club for Growth,67896,0,67896,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Drummond Co,46900,18000,28900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
National Republican Senatorial Cmte,44600,44600,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Wellborn Cabinet,30500,0,30500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Radiance Technologies,29500,8000,21500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Colsa Corp,28410,0,28410,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Long Brothers LLC,27592,0,27592,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Breland Homes,25900,0,25900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
Broadway Group,23900,0,23900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044434&cycle=2022,N00044434
