org_name,total,pacs,indivs,cycle,source,cid
American Dental Assn,20559,10000,10559,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Trans-Global Solutions,16730,0,16730,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Kirby Corp,13100,7500,5600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Mustang Cat,11700,0,11700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Community Bank of Texas,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Boeing Co,11011,10000,1011,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Gainsco,11000,0,11000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Raytheon Technologies,11000,11000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
Lockheed Martin,10001,10000,1,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
American Academy of Pediatric Dentistry,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005736&cycle=2020,N00005736
