org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,47500,0,47500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
Republican Jewish Coalition,42887,6291,36596,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
Comcast Corp,28550,10000,18550,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
Citizens for Prosperity in America Today,23900,10000,13900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
NorPAC,17250,0,17250,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
James J Anderson Construction,15800,0,15800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
Ballard Spahr LLP,15100,5000,10100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
Michaels Organization,15100,0,15100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
"Stradley, Ronon et al",13925,0,13925,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
Cozen O'Connor,13900,10000,3900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2020,N00038779
