org_name,total,pacs,indivs,cycle,source,cid
Goldman Sachs,115400,10000,105400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
MCNA Dental Plans,62200,0,62200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Stephens Inc,59600,5000,54600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Lockheed Martin,51296,9000,42296,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Apollo Global Management,40500,0,40500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Pro-israel America PAC,33550,0,33550,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
NorPAC,24300,0,24300,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Blackstone Group,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Reyes Holdings,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
Walmart Inc,21486,5000,16486,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033363&cycle=2020,N00033363
