org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,26300,10000,16300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
American Superconductor,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
Boeing Co,14369,10000,4369,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
American Airlines,13000,9500,3500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
Delta Air Lines,12060,10000,2060,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
Amazon.com,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
Seacast Inc,11900,0,11900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
FedEx Corp,10550,10000,550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
Air Line Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
Aircraft Owners & Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,N00009759
