org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,328480,0,328480,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
Blackstone Group,285100,0,285100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
NextEra Energy,228500,10000,218500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
"Paul, Weiss et al",224355,0,224355,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
Newmark Group,171491,0,171491,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
KKR & Co,153700,0,153700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
L3Harris Technologies,146018,10000,136018,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
Corning Inc,145670,0,145670,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
Kirkland & Ellis,144939,0,144939,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
Google Inc,139870,5000,134870,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001093&cycle=2022,N00001093
