org_name,total,pacs,indivs,cycle,source,cid
McCoy Group,28200,0,28200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Winning for Women,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Democracy Engine,20600,0,20600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Cottingham & Butler,17000,0,17000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Poet LLC,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Kirke Financial Services,13600,0,13600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Fahr Beverage,13100,0,13100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Raytheon Technologies,12250,10000,2250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Anduril Industries,11700,2500,9200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
Ball Ventures,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044521&cycle=2022,N00044521
