org_name,total,pacs,indivs,cycle,source,cid
Blackstone Group,90400,0,90400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Live Oak Bank,77950,10000,67950,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Truist Financial,74455,10500,63955,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Goldman Sachs,58475,10000,48475,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
McGuireWoods LLP,54675,11000,43675,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Charter Communications,53841,10000,43841,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Quicken Loans,50925,10000,40925,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Capital Group Companies,46250,10000,36250,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
National Republican Senatorial Cmte,45262,44600,662,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
Bank of America,43782,10000,33782,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035492&cycle=2020,N00035492
