org_name,total,pacs,indivs,cycle,source,cid
University of Wisconsin,245658,0,245658,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
University of Wisconsin/Madison,212128,0,212128,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
JStreetPAC,209315,9706,199609,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
Democracy Engine,191284,0,191284,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
League of Conservation Voters,92881,7213,85668,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
Womencount PAC,89659,25,89634,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
Emily's List,85291,5000,80291,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
"Paul, Weiss et al",67589,0,67589,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
State of Wisconsin,64702,0,64702,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
Marshfield Clinic,63062,0,63062,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004367&cycle=2022,N00004367
