org_name,total,pacs,indivs,cycle,source,cid
US Sugar,19000,10000,9000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
Florida Crystals,14700,0,14700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
Alan Jay Automotive,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
Charter Communications,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
Koch Industries,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
Majority Cmte PAC,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
GuideWell,9500,9500,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
American Assn for Justice,8500,8500,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
AT&T Inc,8000,8000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
Ballard Partners,7600,0,7600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2020,N00042808
