org_name,total,pacs,indivs,cycle,source,cid
Jones Day,23900,0,23900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
EMILY's List,21850,10000,11850,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
"Gibson, Dunn & Crutcher",18800,0,18800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
Northrop Grumman,15358,10000,5358,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
Service Employees International Union,15000,10000,5000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
Democracy Engine,14900,0,14900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
US Government,14426,0,14426,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
"Akin, Gump et al",13239,0,13239,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
Jobs Education & Families First,12500,7500,5000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
Covington & Burling,12066,0,12066,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2020,N00041002
