org_name,total,pacs,indivs,cycle,source,cid
Gleim Publications,26600,0,26600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
US House of Representatives,13413,0,13413,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
Dab Constructors,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
G4S Secure Solutions,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
Glem Publications,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
Anderson Columbia Co,10500,0,10500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
American Crystal Sugar,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
Eye of the Tiger PAC,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
Majority Cmte PAC,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
National Assn of Realtors,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045978&cycle=2020,N00045978
