org_name,total,pacs,indivs,cycle,source,cid
Club for Growth,196245,5000,191245,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Senate Conservatives Fund,173009,15500,157509,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Votesane PAC,136785,0,136785,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Democracy Engine,115210,0,115210,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
National Republican Senatorial Cmte,51200,51200,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Microsoft Corp,48903,10000,38903,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Uline Inc,44400,0,44400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Blackstone Group,37200,0,37200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
GEO Group,35000,15000,20000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
Gallery Furniture,32400,0,32400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031696&cycle=2022,N00031696
