org_name,total,pacs,indivs,cycle,source,cid
McWane Inc,38700,0,38700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
COLSA Corp,16800,0,16800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
"Maynard, Cooper & Gale",13200,10000,3200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Alabama Power,11809,10000,1809,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Dese Research,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Balch & Bingham,11000,10000,1000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Dynetics Inc,10800,10000,800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Sierra Nevada Corp,10600,5000,5600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Boeing Co,10250,10000,250,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
Alabama Farmers Federation,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003028&cycle=2020,N00003028
