org_name,total,pacs,indivs,cycle,source,cid
Edison International,18200,10000,8200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Molina Healthcare,18200,10000,8200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Esri,15125,0,15125,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Raytheon Technologies,12658,12500,158,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Lockheed Martin,12156,10000,2156,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Lasalle Medical Assoc,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
San Manuel Band of Mission Indians,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Howard Industrial Partners,10800,0,10800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
Boeing Co,10750,10000,750,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
L3Harris Technologies,10521,10000,521,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2020,N00033997
