org_name,total,pacs,indivs,cycle,source,cid
Lockheed Martin,20400,10000,10400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Stockyards Hotel,18800,0,18800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Maund Auto Group,16800,0,16800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Peirson & Patterson,16800,0,16800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Bk2 Holdings,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Collins & Young,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Lockheed Martin Aeronautics,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Pack Automotive Group,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Q2 Holdings,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
Sewell Ford,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030602&cycle=2020,N00030602
