org_name,total,pacs,indivs,cycle,source,cid
Amazon.com,16775,10000,6775,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
Apex Covantage,16000,0,16000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
Northrop Grumman,15120,10000,5120,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
"Fairfax County, VA",13586,0,13586,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
Leidos Inc,13310,10000,3310,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
Boeing Co,11641,7000,4641,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
Granite Telecommunications,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
L3Harris Technologies,11075,10000,1075,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
GBA Assoc,10800,0,10800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
AT&T Inc,10625,10000,625,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2020,N00029891
