org_name,total,pacs,indivs,cycle,source,cid
Ballard Spahr LLP,111969,5000,106969,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
Comcast Corp,28130,10000,18130,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
University of Pennsylvania,22838,0,22838,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
National Assn of Realtors,14000,14000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
Swarthmore College,12698,0,12698,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
Independence Blue Cross,12150,8250,3900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
AmerisourceBergen Corp,11500,8000,3500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
Piasecki Aircraft,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
Boeing Co,10415,10000,415,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
"Young, Conaway et al",10150,0,10150,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042706&cycle=2020,N00042706
