org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,28750,10000,18750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Rock Holdings,19400,2000,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Susan B Anthony List,17999,3500,14499,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
E-PAC,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Eye of the Tiger PAC,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Majority Cmte PAC,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Maggie's List,11700,6800,4900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Ball Ventures,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Bluff Point Assoc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
Dimensional Fund Advisors,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036351&cycle=2022,N00036351
