org_name,total,pacs,indivs,cycle,source,cid
JStreetPAC,67007,0,67007,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
Democracy Engine,65275,0,65275,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
Jones Day,27450,0,27450,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
Digidems PAC,27142,387,26755,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
End Citizens United,26600,10000,16600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
PAC to the Future,20000,20000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
Southern Methodist University,18789,0,18789,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
Democrats Win Seats PAC,18715,6000,12715,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
United for A Strong America,18650,10000,8650,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
Marquis Group,16800,0,16800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2020,N00040989
