org_name,total,pacs,indivs,cycle,source,cid
American Airlines,25755,7000,18755,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Deason Capital Services,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Insperity,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Celanese Corp,12600,1500,11100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Goosehead Insurance,12599,0,12599,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Southland Holdings,12100,0,12100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Jetta Operating Co,12016,0,12016,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Acellerated Interventional Orthopedics,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
AQR Capital Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
Crow Holdings,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045167&cycle=2022,N00045167
