org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,729960,0,729960,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
LHC Group,23900,10000,13900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Lockton Companies,21100,5000,16100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Southwest Business Corp,20100,8600,11500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Starr-Camargo Bridge Co,20100,0,20100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
AmeriPAC: The Fund for a Greater America,20000,5000,15000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Marathon Oil,17700,4500,13200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Osi Systems,17500,15000,2500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Duty Free Americas,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Clarkson Aerospace,16225,0,16225,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
