org_name,total,pacs,indivs,cycle,source,cid
Club for Growth,113777,0,113777,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
House Freedom Fund,64122,10000,54122,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Herzog Contracting,16600,5000,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Jack Henry,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Jared Management LLC,8700,0,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Ksw Global,8700,0,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Thompson Sales Co,7300,0,7300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
State of Missouri,7050,0,7050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Mercy (Missouri),6900,0,6900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
Nixon & Lindstrom Insurance,6800,0,6800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049123&cycle=2022,N00049123
