org_name,total,pacs,indivs,cycle,source,cid
Rogers Group,108700,5000,103700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
State of Tennessee,60400,0,60400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
HCA Inc,57150,0,57150,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
Fedex Corp,56360,10000,46360,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
Cerberus Capital Management,45800,0,45800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
National Republican Senatorial Cmte,44600,44600,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
Hall Capital,44000,0,44000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
International Paper,42000,10000,32000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
CoreCivic Inc,40000,10000,30000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
Asurion Corp,37925,0,37925,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2020,N00045369
