org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,16150,0,16150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
American Federation of Teachers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
Carpenters & Joiners Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
Machinists/Aerospace Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
National Education Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
United Food & Commercial Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
Liftoff PAC,8900,8900,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
National Assn of Realtors,8000,8000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025284&cycle=2022,N00025284
