org_name,total,pacs,indivs,cycle,source,cid
It Starts Today,60750,0,60750,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
Democracy Engine,41750,0,41750,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
Kirkland & Ellis,20000,0,20000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
"Munger, Tolles & Olson",19100,0,19100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
Royal Business Bank,14000,0,14000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
"Jeffer, Mangels et al",13000,0,13000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
Northrop Grumman,11611,10000,1611,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
Walt Disney Co,11350,2000,9350,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
DreamWorks Animation SKG,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
Kingston Technology,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035825&cycle=2020,N00035825
