org_name,total,pacs,indivs,cycle,source,cid
EMILY's List,58636,10000,48636,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
University of Minnesota,50223,0,50223,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
Democracy Engine,48875,0,48875,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
United for A Strong America,32400,10000,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
Heartland Realty Investors,30800,0,30800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
Medtronic Inc,23723,10000,13723,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
League of Conservation Voters,23014,9799,13215,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
Democratic Congressional Campaign Cmte,22894,9444,13450,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
PAC to the Future,20000,20000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
Lockridge Grindal Nauen PLLP,18578,5000,13578,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037039&cycle=2020,N00037039
