org_name,total,pacs,indivs,cycle,source,cid
Emerald,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
Supreme Medical Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
Starr Companies,7500,7500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
US Chamber of Commerce,7500,2500,5000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
State of New York,7100,0,7100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
Building Leadership & Inspiring New Enterprise,7000,7000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
All County Asphalt,6800,0,6800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
Bousquet Holstein PLLC,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00051208&cycle=2022,N00051208
