org_name,total,pacs,indivs,cycle,source,cid
Camac International,18800,0,18800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Hdk Investment,15000,0,15000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Ansh Labs,12800,0,12800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Communications Workers of America,12500,12500,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Service Employees International Union,12500,10000,2500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Steward Health Care,11600,0,11600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Vital Allergy & Asthma Center,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
Schechter Law Firm,11100,0,11100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
American Assn for Justice,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
American Federation of State/Cnty/Munic Employees,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00005818&cycle=2020,N00005818
